,timestamp,player_name,pass_recipient_name,game_id,period_id,time_seconds,team_id,player_id,start_x,start_y,end_x,end_y,type_id,result_id,bodypart_id,action_id,type_name,result_name,bodypart_name,country_id,country_name,extra,jersey_number,player_nickname,team_name,scores,concedes,offensive_value,defensive_value,vaep_value
16,00:01:41.600,Gonçalo Guedes,Bruno Fernandes,7576,1,101.0,780,4367,84.70588235294117,49.063291139240505,80.29411764705881,51.64556962025316,0,1,0,67,pass,success,foot,183.0,Portugal,{},17.0,Gonçalo Guedes,Portugal,0.018483974039554596,0.0006394570809789002,-0.009041402488946915,0.00013664248399436474,
17,00:01:46.760,William Carvalho,José Fonte,7576,1,106.0,780,5214,64.41176470588236,55.088607594936704,45.0,45.620253164556964,0,1,0,72,pass,success,foot,183.0,Portugal,{},14.0,William Carvalho,Portugal,0.0038672538939863443,0.0009819803526625037,-0.002731854794546962,-0.00023971195332705975,
18,00:01:51.160,José Fonte,William Carvalho,7576,1,111.0,780,3960,45.0,45.620253164556964,48.529411764705884,50.78481012658228,0,1,0,74,pass,success,foot,183.0,Portugal,{},6.0,José Fonte,Portugal,0.005366066936403513,0.001018515438772738,0.0007533649913966656,0.0002288048854097724,0.000982169876806438
19,00:01:54.932,William Carvalho,Cristiano Ronaldo,7576,1,114.0,780,5214,51.17647058823529,53.36708860759494,57.35294117647058,44.75949367088607,0,1,0,76,pass,success,foot,183.0,Portugal,{},14.0,William Carvalho,Portugal,0.008494514971971512,0.000981414457783103,0.0024310266599059105,6.153073627501726e-05,0.0024925573961809278
20,00:01:56.773,Cristiano Ronaldo,William Carvalho,7576,1,116.0,780,5207,56.470588235294116,49.924050632911396,51.17647058823529,52.50632911392405,0,1,0,78,pass,success,foot,183.0,Portugal,{},7.0,Cristiano Ronaldo,Portugal,0.004532117862254381,0.0009410863858647645,-0.0019169896841049194,0.00022909807739779353,
21,00:01:58.720,William Carvalho,Pepe,7576,1,118.0,780,5214,49.411764705882355,52.50632911392405,41.470588235294116,21.518987341772153,0,1,0,80,pass,success,foot,183.0,Portugal,{},14.0,William Carvalho,Portugal,0.003610897110775113,0.00104922812897712,-0.0004760527517646551,0.00019953353330492973,
22,00:02:02.720,Pepe,Bruno Fernandes,7576,1,122.0,780,20016,45.88235294117647,25.822784810126585,80.29411764705881,47.34177215189874,0,1,0,82,pass,success,foot,183.0,Portugal,{},3.0,Pepe,Portugal,0.027653219178318977,0.0006923202890902758,0.02203208487480879,0.0005867897998541594,0.022618874674662948
23,00:02:05.320,Bruno Fernandes,Cristiano Ronaldo,7576,1,125.0,780,5204,80.29411764705881,47.34177215189874,76.76470588235294,44.75949367088607,0,1,1,83,pass,success,head,183.0,Portugal,{},16.0,Bruno Fernandes,Portugal,0.019407089799642563,0.0007329547661356628,-0.008246129378676414,-4.063447704538703e-05,
24,00:05:13.480,João Moutinho,Pepe,7576,1,313.0,780,3168,29.117647058823533,7.74683544303798,15.0,15.493670886075947,0,1,0,116,pass,success,foot,183.0,Portugal,{},8.0,João Moutinho,Portugal,0.0023992073256522417,0.0016542712692171335,-0.00048581603914499283,-1.2066331692039967e-05,
25,00:05:15.213,Pepe,Gonçalo Guedes,7576,1,315.0,780,20016,15.0,15.493670886075947,53.8235294117647,22.379746835443036,0,1,0,117,pass,success,foot,183.0,Portugal,{},3.0,Pepe,Portugal,0.008646090514957905,0.0008248691447079182,0.006246883189305663,0.0008294021245092154,0.0070762853138148785
26,00:05:17.360,Gonçalo Guedes,Cristiano Ronaldo,7576,1,317.0,780,4367,54.70588235294118,21.518987341772153,50.294117647058826,24.962025316455694,0,1,2,118,pass,success,other,183.0,Portugal,{},17.0,Gonçalo Guedes,Portugal,0.005802190862596035,0.0007800946477800608,-0.00284389965236187,4.47744969278574e-05,
27,00:05:42.373,Pepe,José Fonte,7576,1,342.0,780,20016,48.529411764705884,25.822784810126585,45.0,49.924050632911396,4,1,0,121,freekick_short,success,foot,183.0,Portugal,{},3.0,Pepe,Portugal,0.004603736102581024,0.0007528411224484444,0.004603736102581024,-0.0007528411224484444,0.00385089498013258
28,00:05:44.720,José Fonte,Raphaël Guerreiro,7576,1,344.0,780,3960,45.88235294117647,49.924050632911396,62.64705882352941,64.55696202531645,0,1,0,123,pass,success,foot,183.0,Portugal,{},6.0,José Fonte,Portugal,0.008763289079070091,0.0005641474854201078,0.0033552581444382668,0.00038952421164140105,0.003744782356079668
29,00:05:48.400,Raphaël Guerreiro,José Fonte,7576,1,348.0,780,5209,53.8235294117647,63.69620253164557,32.64705882352941,63.69620253164557,0,1,0,125,pass,success,foot,183.0,Portugal,{},5.0,Raphaël Guerreiro,Portugal,0.002975574228912592,0.001073715859092772,-0.0015060463920235634,-0.0003854686510749161,
30,00:05:50.400,José Fonte,Rui Patrício,7576,1,350.0,780,3960,32.64705882352941,64.55696202531645,11.470588235294118,30.126582278481017,0,1,0,127,pass,success,foot,183.0,Portugal,{},6.0,José Fonte,Portugal,0.002555791987106204,0.002135257935151458,-0.0008978182449936867,-0.0007787327049300075,
31,00:07:44.080,Rui Patrício,Gonçalo Guedes,7576,1,464.0,780,5205,5.294117647058823,38.734177215189874,64.41176470588236,40.45569620253164,22,1,0,149,goalkick,success,foot,183.0,Portugal,{},1.0,Rui Patrício,Portugal,0.01222787145525217,0.0008764839149080217,0.01222787145525217,-0.0008764839149080217,0.011351387540344149
32,00:09:35.160,Rui Patrício,Raphaël Guerreiro,7576,1,575.0,780,5205,4.411764705882353,37.01265822784811,45.88235294117647,49.924050632911396,22,1,0,205,goalkick,success,foot,183.0,Portugal,{},1.0,Rui Patrício,Portugal,0.00627903314307332,0.0012132081901654601,0.00627903314307332,-0.0012132081901654601,0.00506582495290786
33,00:10:30.320,Rui Patrício,Cristiano Ronaldo,7576,1,630.0,780,5205,14.117647058823529,49.063291139240505,63.52941176470588,41.31645569620253,0,1,0,234,pass,success,foot,183.0,Portugal,{},1.0,Rui Patrício,Portugal,0.01222787145525217,0.0007340609445236623,0.01222787145525217,-0.0007340609445236623,0.011493810510728508
34,00:11:16.050,Rui Patrício,Cristiano Ronaldo,7576,1,676.0,780,5205,11.470588235294118,41.31645569620253,56.470588235294116,55.949367088607595,0,1,0,253,pass,success,foot,183.0,Portugal,{},1.0,Rui Patrício,Portugal,0.008049581199884415,0.0008524362347088754,0.008049581199884415,-0.0008524362347088754,0.007197144965175539
35,00:11:18.560,Cristiano Ronaldo,Gonçalo Guedes,7576,1,678.0,780,5207,56.470588235294116,55.949367088607595,66.17647058823529,40.45569620253164,0,1,1,254,pass,success,head,183.0,Portugal,{},7.0,Cristiano Ronaldo,Portugal,0.01495750155299902,0.0006771981134079397,0.006907920353114605,0.00017523812130093575,0.007083158474415541
36,00:11:27.440,Bernardo Silva,Cédric Soares,7576,1,687.0,780,3193,54.70588235294118,30.126582278481017,45.0,24.10126582278481,0,1,0,263,pass,success,foot,183.0,Portugal,{},11.0,Bernardo Silva,Portugal,0.0049461666494607925,0.0007834242423996329,0.003086215234361589,0.004487689235247672,0.0075739044696092606
37,00:11:29.212,Cédric Soares,João Moutinho,7576,1,689.0,780,3329,45.88235294117647,24.10126582278481,54.70588235294118,33.56962025316456,0,1,0,266,pass,success,foot,183.0,Portugal,{},21.0,Cédric Soares,Portugal,0.009716732427477837,0.000735080917365849,9.988993406295776e-05,0.0019111627480015159,0.0020110526820644736
38,00:11:30.600,João Moutinho,Pepe,7576,1,690.0,780,3168,52.94117647058823,30.9873417721519,45.88235294117647,30.126582278481017,0,1,0,268,pass,success,foot,183.0,Portugal,{},8.0,João Moutinho,Portugal,0.0049461666494607925,0.0007834242423996329,-0.001978983636945486,9.665224933996797e-05,
39,00:11:36.640,Pepe,Cristiano Ronaldo,7576,1,696.0,780,20016,44.11764705882353,38.734177215189874,55.588235294117645,64.55696202531645,0,1,1,274,pass,success,head,183.0,Portugal,{},3.0,Pepe,Portugal,0.007394689600914717,0.0006123733473941684,0.003011135384440422,0.0024755067424848676,0.00548664212692529
40,00:11:41.495,Cristiano Ronaldo,Raphaël Guerreiro,7576,1,701.0,780,5207,60.0,64.55696202531645,75.88235294117646,66.27848101265823,0,1,0,276,pass,success,foot,183.0,Portugal,{},7.0,Cristiano Ronaldo,Portugal,0.011675817891955376,0.0005520386039279401,0.003944260999560356,4.176463698968291e-05,0.003986025636550039
41,00:11:42.373,Raphaël Guerreiro,Bruno Fernandes,7576,1,702.0,780,5209,75.88235294117646,66.27848101265823,78.52941176470588,58.53164556962025,0,1,0,277,pass,success,foot,183.0,Portugal,{},5.0,Raphaël Guerreiro,Portugal,0.016746917739510536,0.0004926512483507395,0.0050710998475551605,5.938735557720065e-05,0.005130487203132361
42,00:12:47.733,Cédric Soares,Pepe,7576,1,767.0,780,3329,21.176470588235293,12.050632911392398,21.176470588235293,17.21518987341772,0,1,0,325,pass,success,foot,183.0,Portugal,{},21.0,Cédric Soares,Portugal,0.0031512686982750893,0.0015672171721234918,0.0008228295482695103,0.0051229934906587005,0.005945823038928211
43,00:12:48.840,Pepe,Bernardo Silva,7576,1,768.0,780,20016,21.176470588235293,16.35443037974683,45.88235294117647,2.5822784810126507,0,1,0,326,pass,success,foot,183.0,Portugal,{},3.0,Pepe,Portugal,0.006176167633384466,0.0007848876994103193,0.003024898935109377,0.0007823294727131724,0.0038072284078225493
44,00:12:51.920,Bernardo Silva,Cédric Soares,7576,1,771.0,780,3193,38.82352941176471,3.4430379746835484,24.705882352941178,2.5822784810126507,0,1,0,328,pass,success,foot,183.0,Portugal,{},11.0,Bernardo Silva,Portugal,0.0024713214952498674,0.0012451759539544582,-0.0011122862342745066,-7.913296576589346e-05,
45,00:12:54.013,Cédric Soares,Cristiano Ronaldo,7576,1,774.0,780,3329,23.823529411764707,4.303797468354432,45.0,41.31645569620253,0,1,0,330,pass,success,foot,183.0,Portugal,{},21.0,Cédric Soares,Portugal,0.006713386159390211,0.000826596631668508,0.003999566193670034,0.000824774382635951,0.0048243405763059855
46,00:13:01.160,Cristiano Ronaldo,William Carvalho,7576,1,781.0,780,5207,63.52941176470588,47.34177215189874,57.35294117647058,43.89873417721519,0,1,0,332,pass,success,foot,183.0,Portugal,{},7.0,Cristiano Ronaldo,Portugal,0.006867331452667713,0.0007159730303101242,-0.006683562882244587,2.83936969935894e-07,
47,00:13:01.800,William Carvalho,Raphaël Guerreiro,7576,1,781.0,780,5214,56.470588235294116,43.89873417721519,67.94117647058823,63.69620253164557,0,1,0,333,pass,success,foot,183.0,Portugal,{},14.0,William Carvalho,Portugal,0.009905590675771236,0.0005641474854201078,0.0030382592231035233,0.00015182554489001632,0.0031900847679935396
48,00:13:04.720,Raphaël Guerreiro,Cristiano Ronaldo,7576,1,784.0,780,5209,62.64705882352941,58.53164556962025,60.0,52.50632911392405,0,1,0,335,pass,success,foot,183.0,Portugal,{},5.0,Raphaël Guerreiro,Portugal,0.006452860310673714,0.0006172630237415433,0.0001542670652270317,-5.8141828048974276e-05,9.612523717805743e-05
49,00:13:05.333,Cristiano Ronaldo,Raphaël Guerreiro,7576,1,785.0,780,5207,60.0,52.50632911392405,68.82352941176471,62.835443037974684,0,1,0,336,pass,success,foot,183.0,Portugal,{},7.0,Cristiano Ronaldo,Portugal,0.010412086732685566,0.0005641474854201078,0.003959226422011852,5.311553832143545e-05,0.004012341960333288
50,00:13:06.440,Raphaël Guerreiro,Bruno Fernandes,7576,1,786.0,780,5209,64.41176470588236,65.41772151898734,67.05882352941175,58.53164556962025,0,1,0,338,pass,success,foot,183.0,Portugal,{},5.0,Raphaël Guerreiro,Portugal,0.010085387155413628,0.0004926512483507395,0.003932266496121883,4.648830508813262e-05,0.003978754801210016
51,00:13:07.213,Bruno Fernandes,Cristiano Ronaldo,7576,1,787.0,780,5204,67.05882352941175,58.53164556962025,55.588235294117645,57.67088607594937,0,1,0,339,pass,success,foot,183.0,Portugal,{},16.0,Bruno Fernandes,Portugal,0.005400818306952715,0.0006934002158232033,-0.004684568848460913,-0.00020074896747246385,
52,00:13:08.773,Cristiano Ronaldo,José Fonte,7576,1,788.0,780,5207,55.588235294117645,55.949367088607595,34.411764705882355,49.063291139240505,0,1,0,341,pass,success,foot,183.0,Portugal,{},7.0,Cristiano Ronaldo,Portugal,0.0035760861355811357,0.0011479334207251668,-0.0032266045454889536,-0.00032465363619849086,
53,00:13:11.160,José Fonte,Pepe,7576,1,791.0,780,3960,32.64705882352941,47.34177215189874,36.1764705882353,16.35443037974683,0,1,0,343,pass,success,foot,183.0,Portugal,{},6.0,José Fonte,Portugal,0.0051252092234790325,0.0010582412360236049,0.0013899591285735369,0.00034166034311056137,0.0017316194716840982
54,00:14:00.920,Rui Patrício,Raphaël Guerreiro,7576,1,840.0,780,5205,6.176470588235294,39.59493670886076,15.88235294117647,62.835443037974684,0,1,2,370,pass,success,other,183.0,Portugal,{},1.0,Rui Patrício,Portugal,0.0034617779310792685,0.0019548239652067423,-9.800842963159084e-05,0.0022510213311761618,0.002153012901544571
55,00:14:05.600,Raphaël Guerreiro,João Moutinho,7576,1,845.0,780,5209,22.058823529411764,61.9746835443038,32.64705882352941,51.64556962025316,0,1,0,372,pass,success,foot,183.0,Portugal,{},5.0,Raphaël Guerreiro,Portugal,0.004424915183335543,0.0012673868332058191,0.0009566168300807476,0.00068113231100142,0.0016377491410821676
56,00:14:07.093,João Moutinho,Cristiano Ronaldo,7576,1,847.0,780,3168,32.64705882352941,52.50632911392405,43.23529411764706,65.41772151898734,0,1,1,373,pass,success,head,183.0,Portugal,{},8.0,João Moutinho,Portugal,0.004881568253040314,0.0007661069394089282,0.00045665306970477104,0.000501279893796891,0.000957932963501662
57,00:14:10.693,Cristiano Ronaldo,Gonçalo Guedes,7576,1,850.0,780,5207,44.11764705882353,66.27848101265823,54.70588235294118,45.620253164556964,0,1,0,375,pass,success,foot,183.0,Portugal,{},7.0,Cristiano Ronaldo,Portugal,0.009147428907454014,0.0007159730303101242,0.004602676257491112,7.46878213249147e-05,0.0046773640788160264
58,00:14:12.560,Gonçalo Guedes,William Carvalho,7576,1,852.0,780,4367,54.70588235294118,45.620253164556964,44.11764705882353,48.20253164556962,0,1,0,376,pass,success,foot,183.0,Portugal,{},17.0,Gonçalo Guedes,Portugal,0.004680898040533066,0.000801434216555208,-0.004466530866920948,-8.546118624508381e-05,
59,00:14:15.173,William Carvalho,João Moutinho,7576,1,855.0,780,5214,44.11764705882353,48.20253164556962,40.58823529411765,32.708860759493675,0,1,0,378,pass,success,foot,183.0,Portugal,{},14.0,William Carvalho,Portugal,0.004853532649576664,0.00085848243907094,-0.0005778754130005836,9.056919952854514e-05,
60,00:14:17.520,João Moutinho,Cédric Soares,7576,1,857.0,780,3168,43.23529411764706,27.54430379746836,56.470588235294116,2.5822784810126507,0,1,0,380,pass,success,foot,183.0,Portugal,{},8.0,João Moutinho,Portugal,0.007320044562220573,0.0006350674666464329,0.0005501946434378624,0.000412026303820312,0.0009622209472581744
61,00:14:20.600,Cédric Soares,João Moutinho,7576,1,860.0,780,3329,56.470588235294116,2.5822784810126507,49.411764705882355,14.632911392405063,0,1,0,382,pass,success,foot,183.0,Portugal,{},21.0,Cédric Soares,Portugal,0.004587939009070396,0.0007171612815000117,-0.001240941695868969,1.6856647562235594e-05,
62,00:14:22.240,João Moutinho,Pepe,7576,1,862.0,780,3168,49.411764705882355,13.772151898734172,44.11764705882353,42.177215189873415,0,1,0,384,pass,success,foot,183.0,Portugal,{},8.0,João Moutinho,Portugal,0.004720924887806177,0.0007834242423996329,-0.0006671780720353127,0.00010624196147546172,
63,00:14:25.040,Pepe,Raphaël Guerreiro,7576,1,865.0,780,20016,44.11764705882353,42.177215189873415,52.94117647058823,57.67088607594937,0,1,0,386,pass,success,foot,183.0,Portugal,{},3.0,Pepe,Portugal,0.007394689600914717,0.0006700263475067914,0.0017677657306194305,0.0002845384879037738,0.0020523042185232043
64,00:14:27.840,Raphaël Guerreiro,Cristiano Ronaldo,7576,1,867.0,780,5209,55.588235294117645,60.25316455696203,65.29411764705883,65.41772151898734,0,1,0,388,pass,success,foot,183.0,Portugal,{},5.0,Raphaël Guerreiro,Portugal,0.008997304365038872,0.0005641474854201078,0.0018768259324133396,0.00016987044364213943,0.002046696376055479
65,00:14:28.680,Cristiano Ronaldo,Raphaël Guerreiro,7576,1,868.0,780,5207,66.17647058823529,66.27848101265823,52.05882352941177,64.55696202531645,0,1,0,390,pass,success,foot,183.0,Portugal,{},7.0,Cristiano Ronaldo,Portugal,0.004481620620936155,0.0005415953928604722,-0.0030976790003478527,-4.157726652920246e-05,
66,00:14:33.880,Raphaël Guerreiro,Rui Patrício,7576,1,873.0,780,5209,26.470588235294116,61.9746835443038,2.6470588235294117,39.59493670886076,0,1,0,392,pass,success,foot,183.0,Portugal,{},5.0,Raphaël Guerreiro,Portugal,0.0025057396851480007,0.002304272260516882,-0.00011437525972723961,-0.0005247918888926506,
67,00:14:36.680,Rui Patrício,Raphaël Guerreiro,7576,1,876.0,780,5205,2.6470588235294117,39.59493670886076,30.0,53.36708860759494,0,1,0,393,pass,success,foot,183.0,Portugal,{},1.0,Rui Patrício,Portugal,0.004091656766831875,0.001679175766184926,0.0015859170816838741,0.0006250964943319559,0.00221101357601583
68,00:14:40.200,Raphaël Guerreiro,Bruno Fernandes,7576,1,880.0,780,5209,30.0,53.36708860759494,44.11764705882353,55.088607594936704,0,1,1,394,pass,success,head,183.0,Portugal,{},5.0,Raphaël Guerreiro,Portugal,0.005915719084441662,0.0008019517990760505,0.001824062317609787,0.0008772239671088755,0.0027012862847186625
69,00:14:41.200,Bruno Fernandes,Gonçalo Guedes,7576,1,881.0,780,5204,43.23529411764706,53.36708860759494,49.411764705882355,43.89873417721519,0,1,1,395,pass,success,head,183.0,Portugal,{},16.0,Bruno Fernandes,Portugal,0.00767997233197093,0.0007381706964224577,0.0017642532475292683,6.378110265359282e-05,0.001828034350182861
70,00:14:42.493,Gonçalo Guedes,João Moutinho,7576,1,882.0,780,4367,48.529411764705884,43.89873417721519,42.35294117647059,36.151898734177216,0,1,0,396,pass,success,foot,183.0,Portugal,{},17.0,Gonçalo Guedes,Portugal,0.0049461666494607925,0.00085848243907094,-0.0027338056825101376,-0.00012031174264848232,
71,00:15:49.010,Bruno Fernandes,Cristiano Ronaldo,7576,1,949.0,780,5204,1.7647058823529411,44.75949367088607,22.941176470588236,49.063291139240505,0,1,0,459,pass,success,foot,183.0,Portugal,{},16.0,Bruno Fernandes,Portugal,0.0036709881387650967,0.0017124710138887167,0.0011203172616660595,0.0022321564611047506,0.00335247372277081
72,00:15:50.533,Cristiano Ronaldo,Gonçalo Guedes,7576,1,950.0,780,5207,22.941176470588236,49.063291139240505,37.05882352941177,44.75949367088607,0,1,0,460,pass,success,foot,183.0,Portugal,{},7.0,Cristiano Ronaldo,Portugal,0.0055264439433813095,0.001164517248980701,0.0018554558046162128,0.0005479537649080157,0.0024034095695242286
73,00:19:33.400,Rui Patrício,Cristiano Ronaldo,7576,1,1173.0,780,5205,5.294117647058823,36.151898734177216,59.11764705882353,52.50632911392405,22,1,0,526,goalkick,success,foot,183.0,Portugal,{},1.0,Rui Patrício,Portugal,0.00734725221991539,0.000991791719570756,0.00734725221991539,-0.000991791719570756,0.006355460500344634
74,00:19:36.640,Cristiano Ronaldo,João Moutinho,7576,1,1176.0,780,5207,59.11764705882353,52.50632911392405,51.17647058823529,39.59493670886076,0,1,1,527,pass,success,head,183.0,Portugal,{},7.0,Cristiano Ronaldo,Portugal,0.00617646612226963,0.000735080917365849,-0.0011707860976457596,0.00025671080220490694,
75,00:19:38.053,João Moutinho,William Carvalho,7576,1,1178.0,780,3168,51.17647058823529,40.45569620253164,52.94117647058823,46.48101265822785,0,1,1,528,pass,success,head,183.0,Portugal,{},8.0,João Moutinho,Portugal,0.008213852532207966,0.0007369694649241865,0.0020373864099383354,-1.88854755833745e-06,0.002035497862379998
76,00:19:39.695,William Carvalho,Cédric Soares,7576,1,1179.0,780,5214,52.05882352941177,44.75949367088607,38.82352941176471,11.189873417721515,0,1,0,530,pass,success,foot,183.0,Portugal,{},14.0,William Carvalho,Portugal,0.0037772611249238253,0.0008857095381245017,-0.0026105146389454603,-3.6115467082709074e-05,
77,00:19:43.852,Cédric Soares,Pepe,7576,1,1183.0,780,3329,42.35294117647059,19.79746835443038,32.64705882352941,22.379746835443036,0,1,0,532,pass,success,foot,183.0,Portugal,{},21.0,Cédric Soares,Portugal,0.003863721387460828,0.0011221455642953515,-0.002680232049897313,-8.218374568969011e-05,
78,00:19:45.040,Pepe,Bernardo Silva,7576,1,1185.0,780,20016,32.64705882352941,22.379746835443036,49.411764705882355,0.8607594936708836,0,1,0,534,pass,success,foot,183.0,Portugal,{},3.0,Pepe,Portugal,0.006176167633384466,0.0006746809231117368,0.001692368183284998,0.0007231783820316195,0.0024155465653166175
79,00:19:52.000,Bernardo Silva,José Fonte,7576,1,1192.0,780,3193,40.58823529411765,6.88607594936709,29.117647058823533,37.01265822784811,0,1,0,536,pass,success,foot,183.0,Portugal,{},11.0,Bernardo Silva,Portugal,0.003158943960443139,0.0012868666090071201,-0.0004739658907055855,-0.0001232308568432927,
80,00:19:55.640,José Fonte,Rui Patrício,7576,1,1195.0,780,3960,22.941176470588236,37.87341772151899,7.0588235294117645,37.87341772151899,0,1,0,538,pass,success,foot,183.0,Portugal,{},6.0,José Fonte,Portugal,0.0027092667296528816,0.0032141078263521194,-8.87636560946703e-05,-0.0012420236598700285,
81,00:20:03.320,José Fonte,William Carvalho,7576,1,1203.0,780,3960,29.117647058823533,49.063291139240505,32.64705882352941,42.177215189873415,0,1,0,542,pass,success,foot,183.0,Portugal,{},6.0,José Fonte,Portugal,0.005210569128394127,0.0012484845938161016,0.0014411446172744036,0.00041547452565282583,0.0018566191429272294
82,00:21:09.920,Raphaël Guerreiro,João Moutinho,7576,1,1269.0,780,5209,22.941176470588236,28.405063291139243,38.82352941176471,29.265822784810126,0,1,0,575,pass,success,foot,183.0,Portugal,{},5.0,Raphaël Guerreiro,Portugal,0.006527943070977926,0.0011056060902774334,0.002959893085062504,0.013271255884319544,0.016231148969382048
